RACE_TRACK,RACE_DATE,POS,DRIVER,CAR,MANUFACTURER,LAPS,START,LED,PTS,BONUS,PENALTY
Kansas,2022-09-11 00:00:00,20,Ty Dillon,42,Chevrolet,266,21,0,17,0,0
Kansas,2022-09-11 00:00:00,21,Aric Almirola,10,Ford,266,36,3,16,0,0
Kansas,2022-09-11 00:00:00,22,Cole Custer,41,Ford,266,29,0,15,0,0
Kansas,2022-09-11 00:00:00,23,Todd Gilliland,38,Ford,266,32,0,14,0,0
Kansas,2022-09-11 00:00:00,24,Landon Cassill,77,Chevrolet,266,31,0,0,0,0
Kansas,2022-09-11 00:00:00,25,Brad Keselowski,6,Ford,266,26,0,12,0,0
Kansas,2022-09-11 00:00:00,26,Kyle Busch,18,Toyota,265,20,0,15,0,4
Kansas,2022-09-11 00:00:00,27,Cody Ware,51,Ford,265,30,0,10,0,0
Kansas,2022-09-11 00:00:00,28,J.J. Yeley,15,Ford,264,33,0,0,0,0
Kansas,2022-09-11 00:00:00,29,Erik Jones,43,Chevrolet,264,24,0,8,0,0
Kansas,2022-09-11 00:00:00,30,Ricky Stenhouse Jr.,47,Chevrolet,262,35,0,14,0,7
Kansas,2022-09-11 00:00:00,31,B.J. McLeod,78,Ford,262,34,0,0,0,0
Kansas,2022-09-11 00:00:00,32,Harrison Burton,21,Ford,115,18,0,5,0,0
Kansas,2022-09-11 00:00:00,33,Corey LaJoie,7,Chevrolet,114,19,0,4,0,0
Kansas,2022-09-11 00:00:00,34,Ty Gibbs,23,Toyota,90,16,0,0,0,0
Kansas,2022-09-11 00:00:00,35,Tyler Reddick,8,Chevrolet,67,1,38,2,0,0
Kansas,2022-09-11 00:00:00,36,Kevin Harvick,4,Ford,33,14,0,1,0,0
Kansas,2021-10-24 00:00:00,1,Kyle Larson,5,Chevrolet,267,1,130,58,0,18
Kansas,2021-10-24 00:00:00,2,Chase Elliott,9,Chevrolet,267,5,42,52,0,17
Kansas,2021-10-24 00:00:00,3,Kevin Harvick,4,Ford,267,11,0,45,0,11
Kansas,2021-10-24 00:00:00,4,Kurt Busch,1,Chevrolet,267,13,4,47,0,14
Kansas,2021-10-24 00:00:00,5,Denny Hamlin,11,Toyota,267,6,0,41,0,9
Kansas,2021-10-24 00:00:00,6,William Byron,24,Chevrolet,267,9,57,50,0,19
Kansas,2021-10-24 00:00:00,7,Martin Truex Jr.,19,Toyota,267,7,0,30,0,0
Kansas,2021-10-24 00:00:00,8,Christopher Bell,20,Toyota,267,10,0,29,0,0
Kansas,2021-10-24 00:00:00,9,Joey Logano,22,Ford,267,8,22,28,0,0
Kansas,2021-10-24 00:00:00,10,Austin Dillon,3,Chevrolet,267,14,0,27,0,0
Kansas,2021-10-24 00:00:00,11,Alex Bowman,48,Chevrolet,267,25,0,34,0,8
Kansas,2021-10-24 00:00:00,12,Chris Buescher,17,Ford,267,21,0,25,0,0
Kansas,2021-10-24 00:00:00,13,Ross Chastain,42,Chevrolet,267,24,0,28,0,4
Kansas,2021-10-24 00:00:00,14,Bubba Wallace,23,Toyota,267,27,0,25,0,2
Kansas,2021-10-24 00:00:00,15,Daniel Suarez,99,Chevrolet,267,16,0,22,0,0
Kansas,2021-10-24 00:00:00,16,Michael McDowell,34,Ford,266,18,0,21,0,0
Kansas,2021-10-24 00:00:00,17,Brad Keselowski,2,Ford,266,3,2,20,0,0
Kansas,2021-10-24 00:00:00,18,Cole Custer,41,Ford,266,22,0,19,0,0
Kansas,2021-10-24 00:00:00,19,Chase Briscoe,14,Ford,266,19,0,18,0,0
Kansas,2021-10-24 00:00:00,20,Parker Kligerman,96,Toyota,266,40,0,0,0,0
Kansas,2021-10-24 00:00:00,21,Ryan Preece,37,Chevrolet,265,32,0,16,0,0
Kansas,2021-10-24 00:00:00,22,Tyler Reddick,8,Chevrolet,265,12,6,21,0,6
Kansas,2021-10-24 00:00:00,23,Matt DiBenedetto,21,Ford,265,15,4,14,0,0
Kansas,2021-10-24 00:00:00,24,Ricky Stenhouse Jr.,47,Chevrolet,265,28,0,13,0,0
Kansas,2021-10-24 00:00:00,25,Corey LaJoie,7,Chevrolet,263,23,0,12,0,0
Kansas,2021-10-24 00:00:00,26,Aric Almirola,10,Ford,263,20,0,11,0,0
Kansas,2021-10-24 00:00:00,27,Ryan Newman,6,Ford,263,31,0,10,0,0
Kansas,2021-10-24 00:00:00,28,Kyle Busch,18,Toyota,261,4,0,11,0,2
Kansas,2021-10-24 00:00:00,29,Erik Jones,43,Chevrolet,260,17,0,8,0,0
Kansas,2021-10-24 00:00:00,30,B.J. McLeod,78,Ford,259,26,0,0,0,0
Kansas,2021-10-24 00:00:00,31,Cody Ware,51,Chevrolet,258,36,0,0,0,0
Kansas,2021-10-24 00:00:00,32,Joey Gase,53,Chevrolet,256,39,0,0,0,0
Kansas,2021-10-24 00:00:00,33,Josh Bilicki,52,Ford,256,30,0,0,0,0
Kansas,2021-10-24 00:00:00,34,David Starr,13,Ford,255,38,0,0,0,0
Kansas,2021-10-24 00:00:00,35,Quin Houff,00,Chevrolet,255,35,0,2,0,0
Kansas,2021-10-24 00:00:00,36,Ryan Ellis,15,Chevrolet,254,34,0,0,0,0
Kansas,2021-10-24 00:00:00,37,Ryan Blaney,12,Ford,224,2,0,1,0,0
Kansas,2021-10-24 00:00:00,38,Anthony Alfredo,38,Ford,171,29,0,1,0,0
Kansas,2021-10-24 00:00:00,39,Justin Haley,77,Chevrolet,165,33,0,0,0,0
Kansas,2021-10-24 00:00:00,40,Chad Finchum,66,Toyota,47,37,0,0,0,0
Las Vegas,2023-03-05 00:00:00,1,William Byron,24,Chevrolet,271,2,176,60,0,20
Las Vegas,2023-03-05 00:00:00,2,Kyle Larson,5,Chevrolet,271,6,63,53,0,18
Las Vegas,2023-03-05 00:00:00,3,Alex Bowman,48,Chevrolet,271,11,2,46,0,12
Las Vegas,2023-03-05 00:00:00,4,Bubba Wallace,23,Toyota,271,13,0,41,0,8
Las Vegas,2023-03-05 00:00:00,5,Christopher Bell,20,Toyota,271,10,0,45,0,13
Las Vegas,2023-03-05 00:00:00,6,Austin Cindric,2,Ford,271,9,0,31,0,0
Las Vegas,2023-03-05 00:00:00,7,Martin Truex Jr.,19,Toyota,271,15,3,42,0,12
Las Vegas,2023-03-05 00:00:00,8,Justin Haley,31,Chevrolet,271,27,0,29,0,0
Las Vegas,2023-03-05 00:00:00,9,Kevin Harvick,4,Ford,271,14,0,29,0,1
Las Vegas,2023-03-05 00:00:00,10,Daniel Suarez,99,Chevrolet,271,24,0,27,0,0
Las Vegas,2023-03-05 00:00:00,11,Denny Hamlin,11,Toyota,271,12,10,35,0,9
Las Vegas,2023-03-05 00:00:00,12,Ross Chastain,1,Chevrolet,271,8,0,37,0,12
Las Vegas,2023-03-05 00:00:00,13,Ryan Blaney,12,Ford,271,3,0,24,0,0
Las Vegas,2023-03-05 00:00:00,14,Kyle Busch,8,Chevrolet,271,5,0,25,0,2
Las Vegas,2023-03-05 00:00:00,15,Tyler Reddick,45,Toyota,271,34,3,22,0,0
Las Vegas,2023-03-05 00:00:00,16,Aric Almirola,10,Ford,271,21,0,21,0,0
Las Vegas,2023-03-05 00:00:00,17,Brad Keselowski,6,Ford,271,7,5,23,0,3
Las Vegas,2023-03-05 00:00:00,18,AJ Allmendinger,16,Chevrolet,271,23,0,19,0,0
Las Vegas,2023-03-05 00:00:00,19,Erik Jones,43,Chevrolet,270,22,0,18,0,0
Las Vegas,2023-03-05 00:00:00,20,Corey LaJoie,7,Chevrolet,270,19,0,17,0,0
Las Vegas,2023-03-05 00:00:00,21,Chris Buescher,17,Ford,270,18,0,16,0,0
Las Vegas,2023-03-05 00:00:00,22,Ty Gibbs,54,Toyota,270,4,0,15,0,0
Las Vegas,2023-03-05 00:00:00,23,Ryan Preece,41,Ford,270,31,0,14,0,0
Las Vegas,2023-03-05 00:00:00,24,Ricky Stenhouse Jr.,47,Chevrolet,270,16,0,13,0,0
Las Vegas,2023-03-05 00:00:00,25,Michael McDowell,34,Ford,270,17,0,12,0,0
Las Vegas,2023-03-05 00:00:00,26,Harrison Burton,21,Ford,269,35,0,11,0,0
Las Vegas,2023-03-05 00:00:00,27,Austin Dillon,3,Chevrolet,269,26,0,10,0,0
Las Vegas,2023-03-05 00:00:00,28,Chase Briscoe,14,Ford,269,20,0,9,0,0
Las Vegas,2023-03-05 00:00:00,29,Josh Berry,9,Chevrolet,269,32,0,0,0,0
Las Vegas,2023-03-05 00:00:00,30,Noah Gragson,42,Chevrolet,269,25,0,7,0,0
Las Vegas,2023-03-05 00:00:00,31,Todd Gilliland,38,Ford,268,28,0,6,0,0
Las Vegas,2023-03-05 00:00:00,32,B.J. McLeod,78,Chevrolet,266,36,0,5,0,0
Las Vegas,2023-03-05 00:00:00,33,J.J. Yeley,15,Ford,265,29,0,4,0,0
Las Vegas,2023-03-05 00:00:00,34,Ty Dillon,77,Chevrolet,265,33,0,3,0,0
Las Vegas,2023-03-05 00:00:00,35,Cody Ware,51,Ford,259,30,0,2,0,0
Las Vegas,2023-03-05 00:00:00,36,Joey Logano,22,Ford,183,1,9,1,0,0
Las Vegas,2022-03-06 00:00:00,1,Alex Bowman,48,Chevrolet,274,13,16,50,0,10
Las Vegas,2022-03-06 00:00:00,2,Kyle Larson,5,Chevrolet,274,2,27,48,0,13
Las Vegas,2022-03-06 00:00:00,3,Ross Chastain,1,Chevrolet,274,18,83,52,0,18
Las Vegas,2022-03-06 00:00:00,4,Kyle Busch,18,Toyota,274,37,49,41,0,8
Las Vegas,2022-03-06 00:00:00,5,William Byron,24,Chevrolet,274,14,8,48,0,16
Las Vegas,2022-03-06 00:00:00,6,Aric Almirola,10,Ford,274,20,0,31,0,0
Las Vegas,2022-03-06 00:00:00,7,Tyler Reddick,8,Chevrolet,274,7,0,30,0,0
Las Vegas,2022-03-06 00:00:00,8,Martin Truex Jr.,19,Toyota,274,12,1,34,0,5
Las Vegas,2022-03-06 00:00:00,9,Chase Elliott,9,Chevrolet,274,5,0,43,0,15
Las Vegas,2022-03-06 00:00:00,10,Christopher Bell,20,Toyota,274,1,32,27,0,0
Las Vegas,2022-03-06 00:00:00,11,Austin Dillon,3,Chevrolet,274,10,0,26,0,0
Las Vegas,2022-03-06 00:00:00,12,Kevin Harvick,4,Ford,274,25,0,28,0,3
Las Vegas,2022-03-06 00:00:00,13,Kurt Busch,45,Toyota,274,31,4,24,0,0
Las Vegas,2022-03-06 00:00:00,14,Joey Logano,22,Ford,274,6,0,27,0,4
Las Vegas,2022-03-06 00:00:00,15,Corey LaJoie,7,Chevrolet,274,29,0,22,0,0
Las Vegas,2022-03-06 00:00:00,16,Harrison Burton,21,Ford,274,19,0,21,0,0
Las Vegas,2022-03-06 00:00:00,17,Justin Haley,31,Chevrolet,274,28,0,20,0,0
Las Vegas,2022-03-06 00:00:00,18,Chris Buescher,17,Ford,274,27,0,19,0,0
Las Vegas,2022-03-06 00:00:00,19,Austin Cindric,2,Ford,274,3,0,18,0,0
Las Vegas,2022-03-06 00:00:00,20,Ty Dillon,42,Chevrolet,274,32,1,17,0,0
Las Vegas,2022-03-06 00:00:00,21,Ricky Stenhouse Jr.,47,Chevrolet,274,9,4,16,0,0
Las Vegas,2022-03-06 00:00:00,22,Daniel Hemric,16,Chevrolet,274,16,0,0,0,0
Las Vegas,2022-03-06 00:00:00,23,Todd Gilliland,38,Ford,274,30,0,14,0,0
Las Vegas,2022-03-06 00:00:00,24,Brad Keselowski,6,Ford,273,15,3,13,0,0
Las Vegas,2022-03-06 00:00:00,25,Bubba Wallace,23,Toyota,273,17,0,13,0,1
Las Vegas,2022-03-06 00:00:00,26,Cody Ware,51,Ford,273,33,0,11,0,0
Las Vegas,2022-03-06 00:00:00,27,Michael McDowell,34,Ford,273,22,4,10,0,0
Las Vegas,2022-03-06 00:00:00,28,B.J. McLeod,78,Ford,272,35,0,9,0,0
Las Vegas,2022-03-06 00:00:00,29,Josh Bilicki,77,Chevrolet,271,34,0,0,0,0
Las Vegas,2022-03-06 00:00:00,30,Garrett Smithley,15,Ford,267,36,0,7,0,0
Las Vegas,2022-03-06 00:00:00,31,Erik Jones,43,Chevrolet,264,23,0,6,0,0
Las Vegas,2022-03-06 00:00:00,32,Denny Hamlin,11,Toyota,219,8,31,14,0,9
Las Vegas,2022-03-06 00:00:00,33,Cole Custer,41,Ford,171,24,0,4,0,0
Las Vegas,2022-03-06 00:00:00,34,Greg Biffle,44,Chevrolet,148,26,1,0,0,0
Las Vegas,2022-03-06 00:00:00,35,Chase Briscoe,14,Ford,135,4,0,5,0,3
Las Vegas,2022-03-06 00:00:00,36,Ryan Blaney,12,Ford,104,11,10,5,0,4
Las Vegas,2022-03-06 00:00:00,37,Daniel Suarez,99,Chevrolet,92,21,0,1,0,0
Las Vegas,2021-03-07 00:00:00,1,Kyle Larson,5,Chevrolet,267,3,103,50,0,10
Las Vegas,2021-03-07 00:00:00,2,Brad Keselowski,2,Ford,267,10,27,54,0,19
Las Vegas,2021-03-07 00:00:00,3,Kyle Busch,18,Toyota,267,14,0,36,0,2
Las Vegas,2021-03-07 00:00:00,4,Denny Hamlin,11,Toyota,267,6,47,48,0,15
Las Vegas,2021-03-07 00:00:00,5,Ryan Blaney,12,Ford,267,26,1,46,0,14
Las Vegas,2021-03-07 00:00:00,6,Martin Truex Jr.,19,Toyota,267,4,6,35,0,4
Las Vegas,2021-03-07 00:00:00,7,Christopher Bell,20,Toyota,267,16,0,39,0,9
Las Vegas,2021-03-07 00:00:00,8,William Byron,24,Chevrolet,267,2,25,40,0,11
Las Vegas,2021-03-07 00:00:00,9,Joey Logano,22,Ford,267,15,7,30,0,2
Las Vegas,2021-03-07 00:00:00,10,Erik Jones,43,Chevrolet,267,29,0,27,0,0
Las Vegas,2021-03-07 00:00:00,11,Ricky Stenhouse Jr.,47,Chevrolet,267,17,0,26,0,0
Las Vegas,2021-03-07 00:00:00,12,Austin Dillon,3,Chevrolet,267,12,0,25,0,0
Las Vegas,2021-03-07 00:00:00,13,Chase Elliott,9,Chevrolet,267,8,22,34,0,10
Las Vegas,2021-03-07 00:00:00,14,Chris Buescher,17,Ford,267,18,0,23,0,0
Las Vegas,2021-03-07 00:00:00,15,Ryan Preece,37,Chevrolet,266,19,0,22,0,0
Las Vegas,2021-03-07 00:00:00,16,Matt DiBenedetto,21,Ford,266,30,0,24,0,3
Las Vegas,2021-03-07 00:00:00,17,Michael McDowell,34,Ford,266,5,9,20,0,0
Las Vegas,2021-03-07 00:00:00,18,Ryan Newman,6,Ford,266,13,0,19,0,0
Las Vegas,2021-03-07 00:00:00,19,Kurt Busch,1,Chevrolet,266,7,0,18,0,0
Las Vegas,2021-03-07 00:00:00,20,Kevin Harvick,4,Ford,266,1,0,17,0,0
Las Vegas,2021-03-07 00:00:00,21,Chase Briscoe,14,Ford,266,24,0,16,0,0
Las Vegas,2021-03-07 00:00:00,22,Tyler Reddick,8,Chevrolet,266,11,7,15,0,0
Las Vegas,2021-03-07 00:00:00,23,Ross Chastain,42,Chevrolet,266,21,0,14,0,0
Las Vegas,2021-03-07 00:00:00,24,Anthony Alfredo,38,Ford,266,27,1,13,0,0
Las Vegas,2021-03-07 00:00:00,25,Cole Custer,41,Ford,266,20,0,12,0,0
Las Vegas,2021-03-07 00:00:00,26,Daniel Suarez,99,Chevrolet,265,22,12,11,0,0
Las Vegas,2021-03-07 00:00:00,27,Alex Bowman,48,Chevrolet,265,9,0,21,0,11
Las Vegas,2021-03-07 00:00:00,28,Bubba Wallace,23,Toyota,262,23,0,9,0,0
Las Vegas,2021-03-07 00:00:00,29,Justin Haley,77,Chevrolet,262,25,0,0,0,0
Las Vegas,2021-03-07 00:00:00,30,B.J. McLeod,78,Ford,260,34,0,0,0,0
Las Vegas,2021-03-07 00:00:00,31,Garrett Smithley,53,Chevrolet,259,31,0,0,0,0
Las Vegas,2021-03-07 00:00:00,32,Cody Ware,51,Chevrolet,259,32,0,0,0,0
Las Vegas,2021-03-07 00:00:00,33,Quin Houff,00,Chevrolet,256,36,0,4,0,0
Las Vegas,2021-03-07 00:00:00,34,Joey Gase,15,Chevrolet,255,37,0,3,0,0
Las Vegas,2021-03-07 00:00:00,35,Josh Bilicki,52,Ford,252,35,0,2,0,0
Las Vegas,2021-03-07 00:00:00,36,Timmy Hill,66,Toyota,246,38,0,0,0,0
Las Vegas,2021-03-07 00:00:00,37,Corey LaJoie,7,Chevrolet,188,33,0,1,0,0
Las Vegas,2021-03-07 00:00:00,38,Aric Almirola,10,Ford,178,28,0,1,0,0
Las Vegas,2021-09-26 00:00:00,1,Denny Hamlin,11,Toyota,267,6,137,58,0,18
Las Vegas,2021-09-26 00:00:00,2,Chase Elliott,9,Chevrolet,267,11,1,40,0,5
Las Vegas,2021-09-26 00:00:00,3,Kyle Busch,18,Toyota,267,10,2,52,0,18
Las Vegas,2021-09-26 00:00:00,4,Martin Truex Jr.,19,Toyota,267,4,1,41,0,8
Las Vegas,2021-09-26 00:00:00,5,Ryan Blaney,12,Ford,267,2,8,39,0,7
Las Vegas,2021-09-26 00:00:00,6,Tyler Reddick,8,Chevrolet,267,13,5,43,0,12
Las Vegas,2021-09-26 00:00:00,7,Brad Keselowski,2,Ford,267,8,4,35,0,5
Las Vegas,2021-09-26 00:00:00,8,Kurt Busch,1,Chevrolet,267,20,0,33,0,4
Las Vegas,2021-09-26 00:00:00,9,Kevin Harvick,4,Ford,267,5,0,34,0,6
Las Vegas,2021-09-26 00:00:00,10,Kyle Larson,5,Chevrolet,267,1,95,37,0,10
Las Vegas,2021-09-26 00:00:00,11,Joey Logano,22,Ford,267,9,0,32,0,6
Las Vegas,2021-09-26 00:00:00,12,Matt DiBenedetto,21,Ford,267,14,0,27,0,2
Las Vegas,2021-09-26 00:00:00,13,Austin Dillon,3,Chevrolet,266,15,7,26,0,2
Las Vegas,2021-09-26 00:00:00,14,Chase Briscoe,14,Ford,266,19,0,23,0,0
Las Vegas,2021-09-26 00:00:00,15,Daniel Suarez,99,Chevrolet,266,26,0,22,0,0
Las Vegas,2021-09-26 00:00:00,16,Bubba Wallace,23,Toyota,266,21,0,22,0,1
Las Vegas,2021-09-26 00:00:00,17,Ricky Stenhouse Jr.,47,Chevrolet,266,22,0,20,0,0
Las Vegas,2021-09-26 00:00:00,18,William Byron,24,Chevrolet,266,3,7,25,0,6
Las Vegas,2021-09-26 00:00:00,19,Aric Almirola,10,Ford,266,17,0,18,0,0
Las Vegas,2021-09-26 00:00:00,20,Ryan Newman,6,Ford,266,29,0,17,0,0
Las Vegas,2021-09-26 00:00:00,21,Michael McDowell,34,Ford,266,23,0,16,0,0
Las Vegas,2021-09-26 00:00:00,22,Alex Bowman,48,Chevrolet,265,7,0,15,0,0
Las Vegas,2021-09-26 00:00:00,23,Ross Chastain,42,Chevrolet,265,18,0,14,0,0
Las Vegas,2021-09-26 00:00:00,24,Christopher Bell,20,Toyota,265,12,0,13,0,0
Las Vegas,2021-09-26 00:00:00,25,Chris Buescher,17,Ford,265,25,0,12,0,0
Las Vegas,2021-09-26 00:00:00,26,Erik Jones,43,Chevrolet,265,16,0,11,0,0
Las Vegas,2021-09-26 00:00:00,27,Anthony Alfredo,38,Ford,265,32,0,10,0,0
Las Vegas,2021-09-26 00:00:00,28,Ryan Preece,37,Chevrolet,265,24,0,9,0,0
Las Vegas,2021-09-26 00:00:00,29,Cole Custer,41,Ford,265,28,0,8,0,0
Las Vegas,2021-09-26 00:00:00,30,Corey LaJoie,7,Chevrolet,264,27,0,7,0,0
Las Vegas,2021-09-26 00:00:00,31,Cody Ware,51,Chevrolet,260,35,0,0,0,0
Las Vegas,2021-09-26 00:00:00,32,Justin Haley,77,Chevrolet,257,33,0,0,0,0
Las Vegas,2021-09-26 00:00:00,33,B.J. McLeod,78,Ford,257,34,0,0,0,0
Las Vegas,2021-09-26 00:00:00,34,Quin Houff,00,Chevrolet,255,36,0,3,0,0
Las Vegas,2021-09-26 00:00:00,35,Garrett Smithley,53,Chevrolet,254,30,0,0,0,0
Las Vegas,2021-09-26 00:00:00,36,Josh Bilicki,52,Ford,252,31,0,1,0,0
Las Vegas,2021-09-26 00:00:00,37,Joey Gase,15,Chevrolet,84,37,0,0,0,0
Las Vegas,2021-09-26 00:00:00,38,J.J. Yeley,66,Toyota,76,38,0,0,0,0
Las Vegas,2022-10-16 00:00:00,1,Joey Logano,22,Ford,267,5,32,58,0,18
Las Vegas,2022-10-16 00:00:00,2,Ross Chastain,1,Chevrolet,267,11,68,42,0,7
Las Vegas,2022-10-16 00:00:00,3,Kyle Busch,18,Toyota,267,18,0,35,0,1
Las Vegas,2022-10-16 00:00:00,4,Chase Briscoe,14,Ford,267,16,6,33,0,0
Las Vegas,2022-10-16 00:00:00,5,Denny Hamlin,11,Toyota,267,31,5,38,0,6
Las Vegas,2022-10-16 00:00:00,6,Tyler Reddick,8,Chevrolet,267,1,33,33,0,2
Las Vegas,2022-10-16 00:00:00,7,Martin Truex Jr.,19,Toyota,267,27,0,36,0,6
Las Vegas,2022-10-16 00:00:00,8,Erik Jones,43,Chevrolet,267,22,0,29,0,0
Las Vegas,2022-10-16 00:00:00,9,AJ Allmendinger,16,Chevrolet,267,21,0,0,0,0
Las Vegas,2022-10-16 00:00:00,10,Austin Dillon,3,Chevrolet,267,10,0,27,0,0
Las Vegas,2022-10-16 00:00:00,11,Noah Gragson,48,Chevrolet,267,17,0,0,0,0
Las Vegas,2022-10-16 00:00:00,12,Kevin Harvick,4,Ford,267,13,0,29,0,4
Las Vegas,2022-10-16 00:00:00,13,William Byron,24,Chevrolet,267,3,0,30,0,6
Las Vegas,2022-10-16 00:00:00,14,Justin Haley,31,Chevrolet,267,28,16,23,0,0
Las Vegas,2022-10-16 00:00:00,15,Chris Buescher,17,Ford,267,12,0,22,0,0
Las Vegas,2022-10-16 00:00:00,16,Daniel Suarez,99,Chevrolet,267,6,31,37,0,16
Las Vegas,2022-10-16 00:00:00,17,Brad Keselowski,6,Ford,267,25,0,20,0,0
Las Vegas,2022-10-16 00:00:00,18,Aric Almirola,10,Ford,267,23,0,19,0,0
Las Vegas,2022-10-16 00:00:00,19,Michael McDowell,34,Ford,267,15,0,18,0,0
Las Vegas,2022-10-16 00:00:00,20,Cole Custer,41,Ford,267,24,0,17,0,0
Las Vegas,2022-10-16 00:00:00,21,Chase Elliott,9,Chevrolet,267,20,0,16,0,0
Las Vegas,2022-10-16 00:00:00,22,Ty Gibbs,23,Toyota,267,19,0,0,0,0
Las Vegas,2022-10-16 00:00:00,23,Ricky Stenhouse Jr.,47,Chevrolet,267,29,1,14,0,0
Las Vegas,2022-10-16 00:00:00,24,Corey LaJoie,7,Chevrolet,267,30,0,13,0,0
Las Vegas,2022-10-16 00:00:00,25,Todd Gilliland,38,Ford,267,35,0,12,0,0
Las Vegas,2022-10-16 00:00:00,26,Harrison Burton,21,Ford,266,8,0,11,0,0
Las Vegas,2022-10-16 00:00:00,27,Cody Ware,51,Ford,264,34,0,10,0,0
Las Vegas,2022-10-16 00:00:00,28,Ryan Blaney,12,Ford,260,4,39,25,0,16
Las Vegas,2022-10-16 00:00:00,29,Austin Cindric,2,Ford,259,2,8,15,0,7
Las Vegas,2022-10-16 00:00:00,30,B.J. McLeod,78,Ford,256,36,0,0,0,0
Las Vegas,2022-10-16 00:00:00,31,J.J. Yeley,15,Ford,253,26,0,0,0,0
Las Vegas,2022-10-16 00:00:00,32,Landon Cassill,77,Chevrolet,246,32,0,0,0,0
Las Vegas,2022-10-16 00:00:00,33,Ty Dillon,42,Chevrolet,237,33,0,4,0,0
Las Vegas,2022-10-16 00:00:00,34,Christopher Bell,20,Toyota,94,7,0,10,0,7
Las Vegas,2022-10-16 00:00:00,35,Kyle Larson,5,Chevrolet,94,14,0,6,0,4
Las Vegas,2022-10-16 00:00:00,36,Bubba Wallace,45,Toyota,94,9,29,11,0,10
Martinsville,2022-04-09 00:00:00,1,William Byron,24,Chevrolet,403,5,212,58,0,18
Martinsville,2022-04-09 00:00:00,2,Joey Logano,22,Ford,403,14,0,46,0,11
Martinsville,2022-04-09 00:00:00,3,Austin Dillon,3,Chevrolet,403,23,1,39,0,5
Martinsville,2022-04-09 00:00:00,4,Ryan Blaney,12,Ford,403,12,5,44,0,11
Martinsville,2022-04-09 00:00:00,5,Ross Chastain,1,Chevrolet,403,27,0,32,0,0
Martinsville,2022-04-09 00:00:00,6,Kurt Busch,45,Toyota,403,18,0,32,0,1
Martinsville,2022-04-09 00:00:00,7,Kyle Busch,18,Toyota,403,11,0,30,0,0
Martinsville,2022-04-09 00:00:00,8,Aric Almirola,10,Ford,403,2,0,39,0,10
Martinsville,2022-04-09 00:00:00,9,Chase Briscoe,14,Ford,403,19,0,28,0,0
Martinsville,2022-04-09 00:00:00,10,Chase Elliott,9,Chevrolet,403,1,185,47,0,20
Martinsville,2022-04-09 00:00:00,11,Austin Cindric,2,Ford,403,13,0,31,0,5
Martinsville,2022-04-09 00:00:00,12,Alex Bowman,48,Chevrolet,403,15,0,25,0,0
Martinsville,2022-04-09 00:00:00,13,Erik Jones,43,Chevrolet,403,24,0,24,0,0
Martinsville,2022-04-09 00:00:00,14,Kevin Harvick,4,Ford,403,6,0,29,0,6
Martinsville,2022-04-09 00:00:00,15,Chris Buescher,17,Ford,403,4,0,22,0,0
Martinsville,2022-04-09 00:00:00,16,Bubba Wallace,23,Toyota,403,21,0,21,0,0
Martinsville,2022-04-09 00:00:00,17,Brad Keselowski,6,Ford,403,9,0,20,0,0
Martinsville,2022-04-09 00:00:00,18,Tyler Reddick,8,Chevrolet,403,22,0,19,0,0
Martinsville,2022-04-09 00:00:00,19,Kyle Larson,5,Chevrolet,403,8,0,18,0,0
Martinsville,2022-04-09 00:00:00,20,Christopher Bell,20,Toyota,402,7,0,26,0,9
Martinsville,2022-04-09 00:00:00,21,Cole Custer,41,Ford,402,3,0,30,0,14
Martinsville,2022-04-09 00:00:00,22,Martin Truex Jr.,19,Toyota,401,20,0,15,0,0
Martinsville,2022-04-09 00:00:00,23,Ty Dillon,42,Chevrolet,401,34,0,14,0,0
Martinsville,2022-04-09 00:00:00,24,AJ Allmendinger,16,Chevrolet,401,36,0,0,0,0
Martinsville,2022-04-09 00:00:00,25,Michael McDowell,34,Ford,400,16,0,12,0,0
Martinsville,2022-04-09 00:00:00,26,Harrison Burton,21,Ford,400,29,0,11,0,0
Martinsville,2022-04-09 00:00:00,27,Ricky Stenhouse Jr.,47,Chevrolet,400,28,0,10,0,0
Martinsville,2022-04-09 00:00:00,28,Denny Hamlin,11,Toyota,400,25,0,9,0,0
Martinsville,2022-04-09 00:00:00,29,Daniel Suarez,99,Chevrolet,399,30,0,8,0,0
Martinsville,2022-04-09 00:00:00,30,Todd Gilliland,38,Ford,399,10,0,7,0,0
Martinsville,2022-04-09 00:00:00,31,Justin Haley,31,Chevrolet,398,17,0,6,0,0
Martinsville,2022-04-09 00:00:00,32,Corey LaJoie,7,Chevrolet,397,26,0,5,0,0
Martinsville,2022-04-09 00:00:00,33,Cody Ware,51,Ford,394,35,0,4,0,0
Martinsville,2022-04-09 00:00:00,34,J.J. Yeley,15,Ford,392,32,0,0,0,0
Martinsville,2022-04-09 00:00:00,35,Josh Bilicki,77,Chevrolet,391,31,0,0,0,0
Martinsville,2022-04-09 00:00:00,36,B.J. McLeod,78,Ford,132,33,0,1,0,0
Martinsville,2021-04-10 00:00:00,1,Martin Truex Jr.,19,Toyota,500,7,20,56,0,16
Martinsville,2021-04-10 00:00:00,2,Chase Elliott,9,Chevrolet,500,5,0,49,0,14
Martinsville,2021-04-10 00:00:00,3,Denny Hamlin,11,Toyota,500,2,276,52,0,18
Martinsville,2021-04-10 00:00:00,4,William Byron,24,Chevrolet,500,3,9,42,0,9
